job_title,Number_of_Jobs,Average_Rating,Average_Salary
IN_Senior Associate_Data Engineer _Digital Integration_Advisory,1,3.3,0.0
IN_Senior Associate_FS_Financial Services_Advisory_Gurgaon,1,3.3,0.0
IN_Senior Associate_PMO_Digital Engineering Transformation_Advisory,1,3.3,0.0
IN_Senior Associate_PySpark Developer _Data & Analytics,1,3.3,0.0
IN_Senior Associate_Scrum Master_DIgital Integration_Advisory_Gurgaon,1,3.3,0.0
IN_Senior Associate_UI/UX_Data & Analytics_Advisory,1,3.3,0.0
IN_Senior Associate_project management_iGT - Social_Advisory_Gurgaon,1,3.3,0.0
IT Business Analyst - Pharma Medicines TechOps,1,5.0,0.0
IT Business Analyst -Risk Management,1,2.7,0.0
IT Business Analyst Program,1,3.6,0.0
IT Business Analyst and Documentation Specialist,1,4.4,0.0
IT Business Analyst f m d,1,2.1,0.0
IT Business Analyst || Product IT MNC (Permanent) || Kolkata (WFO),1,4.4,0.0
"IT Business Analyst, Finance Reporting and Analytics - D365 CoE",1,3.2,0.0
IT Business Partner Insurance Systems,1,3.6,16.0
IT Business Solutions Analyst WTM,1,4.3,0.0
IT Business Systems Analyst,1,3.8,0.0
IT Business Systems Analyst: Oracle ERP Order Management,1,3.9,0.0
"IT Executive, Ahmedabad",1,4.2,4.0
IP Admin Senior Analyst,1,3.7,0.0
IRR Liquidity PBR Data Analyst,1,3.6,0.0
IT - BUSINESS ANALYST,1,2.4,0.0
IT - Project Coordinator,1,2.7,0.0
IT Finance Business Analyst,1,3.7,0.0
IT Help Desk Executive,1,3.6,0.0
IT Infrastructure Architect,1,2.7,0.0
IT Lead Technology Analyst - Data Migration Architect,1,3.6,0.0
IT MANAGER,1,4.1,0.0
IT Manager (Administrator),1,4.2,5.0
IT Operations Lead,1,3.1,9.0
IT Operations Technician,1,3.7,0.0
IT QA Test engineer eCommerce apps,1,3.0,0.0
IT Recruiter/Talent Acquisition Executive,1,3.6,0.0
IT Sales Specialist,1,5.0,0.0
IT Service Management Analyst,1,4.8,0.0
IT Service Management Senior Analyst,1,3.7,0.0
IT Architect,1,3.3,0.0
IT Architects / Sr. Technology Managers,1,2.3,0.0
IT Business Analyst - Engineering and ERP Material Master Data,1,3.5,0.0
Implementation Engineer - Data & Integrations,1,3.6,0.0
Implementation Executive,1,3.3,0.0
Implementation Lead- Data Scientist,1,3.6,0.0
IT Training Center,1,3.8,0.0
IT engineer Data Engineering,1,3.7,0.0
IT engineer Machine Learning,1,3.7,0.0
"IT, Data Engineer",1,3.7,0.0
IT- Staff Systems Engineer (SFDC Dev 1),1,3.9,0.0
IT.Quality Assurance Analyst,1,3.1,0.0
IT.Senior Developer,1,3.1,0.0
IVMS Analyst,1,3.5,0.0
IVR Business Analyst,1,3.7,0.0
Identity and Access Management Engineer | Mumbai/NCR | 2 yrs To 5 Yrs,1,3.8,0.0
Image and Vision Processing Engineer,1,2.6,0.0
Image processing-Data Annotation,1,3.0,0.12
Immediate Hiring For Business Analyst : Insurance Domain (2 To 5 yrs),1,3.6,7.5
Index Data Governance Professional,1,3.6,0.0
Index manager,1,4.0,0.0
India & APJ Senior Benefits Analyst,1,3.7,0.0
India Sales Lead | End To End Sales | To THE New,1,3.6,0.0
Industrial Automation and Data Integration Engineer,1,3.5,0.0
Immediate Hiring _ Data Engineer(AI/LLM),1,4.3,14.0
Immediate Hiring | Business Analyst - SQL & Low Code | Airoli,1,3.4,6.0
Immediate Hiring-Agentic AI-Generative AI Engineer-Gurgaon-UK Shift,1,3.6,0.0
Immediate Job Opening For SAP MDM (Master Data)_immediate joiners,1,3.6,0.0
Immediate Opening For Data Engineer,1,3.8,0.0
Immediate Opportunity For Machine Learning Engineer,1,3.8,0.0
Immediately Hiring - Data Analyst,1,4.3,4.5
Immuta Specialist,1,2.9,0.0
Implementation Analyst,1,3.6,0.0
Implementation Consultant Noida,1,2.7,0.0
Implementation Engineer,1,3.7,0.0
Informatica - DBT - Data Migration Specialist - NTT Data,1,3.9,18.75
Informatica Administrator,1,4.4,0.0
"Informatica Administrator,Pan India",1,4.4,0.0
Informatica Analyst - Trantorinc,1,3.8,0.0
Informatica Data Quality Developer,1,3.6,0.0
Informatica Developer,1,3.6,0.0
Implementation Professional,1,3.4,0.0
Implementation Specialist,1,3.6,0.0
In Vitro Statistician,1,3.7,0.0
InCred Capital is hiring For Central Advisory Manager,1,3.0,6.5
Inbound Sales Representative Analyst - Voice,1,3.7,0.0
Inbox Manager,1,3.6,0.0
Incremental CRM - Business Analyst,1,3.8,0.0
Ind&Func AI Decision Science Analyst,1,3.7,0.0
Ind&Func AI Decision Science Consultant,1,3.7,0.0
"Independent Contractor, Application and Data Integration",1,3.6,0.0
Infor CRM Technical Consultant/Syncsite,1,4.0,0.0
Infor LN Technical Consultant - IT,1,3.9,0.0
B2B Brand Solutions Professional,1,3.6,0.0
B2B Enterprise Sales (Existing Accounts) | 99acres | Noida,1,3.8,13.0
B2B Field Sales - Delhi,1,3.8,0.0
Azure Databricks - 5 June (Friday) - Virtual Interview,1,3.3,0.0
Azure Databricks - 9 June (Tues) - Virtual Interview- Kochi or Kolkata,1,3.3,0.0
Azure Databricks - Kolkata - 6th May - Virtual Interview,1,3.3,0.0
Azure Databricks - Pan India - 29 May (Friday) - Virtual Interview,1,3.3,0.0
Azure Databricks - S,1,3.3,0.0
Azure Databricks -24th Mar (Tuesday)- Virtual Interview,1,3.3,0.0
Azure Databricks Architect,1,3.6,0.0
Azure Databricks Developer,1,3.4,0.0
Azure Databricks Pyspark -5 June (Friday) - Virtual Interview,1,3.3,0.0
Azure DevOps & Databricks Administrator-5+Years-Banglore/Gurgaon,1,3.6,0.0
Azure DevOps Developer,1,2.8,0.0
Informatica Powercentre,1,3.3,0.0
Informatica Product 360 PIM,1,2.8,0.0
Informatica Production Support Analyst,1,3.6,0.0
Information Analysis and Data Entry Executive,1,4.7,0.0
Information Security,1,3.5,0.0
Information Security Analyst- Data Leakage,1,3.6,0.0
Information Security Automation Engineer,1,4.2,0.0
Information Sys Engineer,1,3.6,0.0
Information Systems Auditor – Artificial Intelligence,1,3.7,12.0
Information Technology Analyst,1,3.6,15.0
Information Technology Professional,1,3.6,0.0
Infosys_GenAI Engineer_5+yrs_ PAN INDIA,1,3.6,32.5
Industrial Trainee (Apprentice),1,3.6,14.0
Industry Internship Program,1,2.5,14.0
Industry Research Analyst - Telecom,1,3.6,0.0
Infor CRM Technical Consultant,1,4.0,0.0
Instrumentation & Control - Principal Engineer,1,4.8,0.0
Infra Dev Specialist,1,3.7,0.0
Infrastructure & Automation Specialist,1,4.1,8.0
Infrastructure Architect,1,3.7,0.0
Infrastructure Data Engineer,1,4.1,0.0
Infrastructure Scheduler / Enterprise Operations Engineer,1,2.0,0.0
Ingenium Mainframe Developer,1,3.6,11.0
Inow Developer,1,4.1,0.0
Inside Sales Associate,1,2.9,0.0
Inside Sales Executive ( Data Research ),1,4.3,14.0
Inside Sales Executive - CAD,1,4.0,0.0
Inside Sales Executive - CAD (Solidworks),1,4.0,0.0
Inside Sales Executive - Individual Learning Services,1,3.6,0.0
Inside Sales Executive/ B2B Sales,1,3.8,2.75
Informatica MDM professional,1,2.8,0.0
Informatica Powercenter Developer,1,3.7,26.25
Instanda Business Analyst,1,4.1,0.0
AI Technical Mentor - Independent Contractor,1,3.4,0.0
AI Technology Lead - Apache Spark / PySpark,1,3.6,0.0
AI Tester / AI Quality Assurance Engineer,1,2.9,0.0
AI Tools - Business Analyst,1,4.1,0.0
AI Trainer Machine Learning,1,3.1,0.0
AI Training Data Engineer (DevOps & Backend Specialist),1,5.0,0.0
AI Transformation Lead,1,3.9,0.0
AI SEO Professional,1,3.6,0.0
AI Security Architect - Manager,1,3.4,0.0
AI Security Engineer - Consultant,1,3.4,0.0
AI Senior Automation Engineer,1,4.4,0.0
Institute Management Consultant,1,3.6,0.0
Institutional Customers Lead,1,3.7,0.0
Instructional Designer,1,3.3,0.0
Instructor - Data Science,1,4.4,0.0
Azure Devops Engineer,1,4.0,13.25
Azure Devops Engineer - AI,1,3.6,0.0
Azure Data Solutions Architect,1,3.9,0.0
Azure Data engineer,1,2.7,0.0
Azure Data engineer - 2170,1,3.7,0.0
Azure Data engineer-Fabric,1,3.6,0.0
Azure Databrick,1,2.7,0.0
Azure Databrick Engineer,1,3.3,0.0
Azure Databricks - 11 June - Virtual Interview,1,3.3,0.0
Azure Databricks - 13th May (Wednesday) - Virtual Interview,1,3.3,0.0
Azure Databricks - 15th April - Virtual Interview,1,3.3,0.0
Azure Databricks - 1st Apr(Wednesday) - Virtual Interview,1,3.3,0.0
Azure Databricks - 27 May (Wednesday) -Virtual Interview,1,3.3,0.0
Azure Databricks - 29 May (Friday) - Virtual Interview,1,3.3,0.0
Azure Databricks - 29th April (Wednesday) - Virtual Interview,1,3.3,0.0
Instanda Architect,1,4.1,0.0
Intern - Consumer Research,1,3.4,14.0
Insurance Consultant ( Specialty & Commercial ),1,4.1,0.0
Insurance Consultant - Speciality & Commercial,1,4.1,0.0
Insurance Data Analyst,1,3.2,0.0
Insurance Practice Consultant,1,3.3,0.0
Insurance Revenue Cycle Management AR analyst Caller,1,3.6,0.0
InsuranceNow Developer,1,4.1,0.0
InsureMO-Offshore Tech/BA,1,4.1,0.0
Integrated Marketing - Senior,1,3.0,0.0
"Integrated Marketing Manager, (Sport, Partnerships, and Merchandise)",1,5.0,0.0
Integration Analyst,1,3.6,0.0
Integration Developer-Dell Boomi & MuleSoft,1,2.7,0.0
Integration QA Engineer,1,4.6,0.0
Insights & Reporting Specialist (Customer Success ),1,2.8,0.0
Insights Business Analyst,1,3.6,0.0
Azure DevOps Lead,1,3.8,0.0
Intern For Data and Analytics,1,3.7,14.0
Intern Quantitative Research,1,3.6,14.0
Intern Research & Data Support,1,3.2,14.0
Intern SQL Developer,1,3.6,14.0
Intern Software,1,3.8,0.0
Intelligent Automation Developer/Senior Developer - Camunda 7,1,3.6,0.0
Interfacing Developer (Senior & Junior Level),1,3.3,0.0
Intermediate Applications Developer,1,3.6,0.0
Intermediate Applications Developer - Full Stack Dot Net,1,3.6,0.0
Intermediate Applications Developer - Mainframe,1,3.6,0.0
Intermediate Data Engineer,1,1.2,0.0
Intern - AI @ Crompton,1,3.7,0.0
Intern - Business Analyst,1,3.9,0.0
Intern - Business Data Analyst,1,3.7,14.0
Intern - Business Strategy,1,3.6,2.25
Intern - Category Data Analysis,1,2.4,14.0
International Voice Process | Fresher Can Apply | Gurgaon,1,3.6,3.5
Internet Of Things ( IoT ) Trainer,1,3.6,0.0
Internship - Seeking Data Scientist Intern,1,3.6,14.0
Internship AI ML Intern,1,3.7,14.0
Internship Junior CRM Manager,1,3.6,0.0
Intern - Data Analytics (AI & ML),1,4.1,14.0
Intern - Data Engineer,1,3.9,0.0
Intern - Data Engineer & AI/ML,1,4.3,14.0
Intern - Events Operations and Management,1,3.6,14.0
Intern - MIS,1,4.2,0.0
Intern - Research Scientist / Engineer,1,3.7,14.0
Intern - Risk Analytics,1,2.9,14.0
Intern - Secretarial Compliance - 598,1,3.2,14.0
Intern - Software,1,3.8,14.0
Intern - Supervisor PCS,1,3.8,14.0
Intern Business Analyst,1,2.8,14.0
Inventory Control Manager,1,3.9,0.0
Inventory Manager,1,3.9,0.0
Investment Analysis Professional,1,3.6,0.0
Investment Intern,1,3.6,14.0
Investment banking Analyst / Associate,1,3.1,0.0
Investor Accounting Analyst / Investor reporting Analyst,1,3.2,6.5
Intern – Pre-Sales,1,3.6,0.0
"Intern, Enforcement Specialist",1,3.3,14.0
Intern/Jr Business Analyst,1,3.6,14.0
Internal Audit,1,3.8,0.0
Internal Audit - Lead Data Engineer,1,4.6,0.0
Internal Audit Data Analyst Supervisor,1,3.4,0.0
Internal Control Specialist,1,3.6,0.0
International Accounts Executive,1,3.5,2.38
International Business Analyst / Sales Strategist,1,4.4,0.0
International Customer Care Executive,1,3.6,3.62
IoT Developer | Azure IoT Hub | MQTT | OPC-UA | Python |,1,3.6,9.0
IoT Full Stack Developer,1,3.7,0.0
IoT Head,1,3.9,0.0
Ios Developer,1,4.0,0.0
It Business Analyst,1,4.1,13.5
It Lead (Administrator),1,4.2,0.0
It Recruiter,1,3.6,0.25
It Sales Manager,1,3.0,0.0
JAVA / J2EE Sr . Developer,1,3.6,0.0
Internship Program - SRM Tech,1,3.4,0.0
Internship Trainee (Compliance and Data Privacy),1,3.3,0.0
Internship-Node.Js Developer,1,4.7,14.0
Internship: DevOps and ML Intern,1,4.5,14.0
Intigration & Data Governance Professional,1,3.6,0.0
Inventory & Delivery Manager E-commerce Footwear,1,3.6,0.0
Inventory Analyst,1,4.0,0.0
JD_Full Stack Developer (MERN/MEAN),1,2.2,0.0
JMeter Performance Test Engineer,1,5.0,0.0
JRF -Junior Research Fellow,1,3.6,0.0
JRP/Chargeback Analyst - French Language - NTT DATA | Gurgaon,1,3.9,0.0
JUNIOR FINANCIAL ANALYST,1,3.2,0.0
JUNIOR ICT SUPPORTER,1,3.5,0.0
Japanese Language Expert - Data Analytics - Mumbai,1,3.6,7.0
Jasper Report Developer,1,2.8,0.0
Java & AI Developer (with AEM Experience),1,3.6,0.0
Java & Angular Developer | Enterprise Application,1,3.4,0.0
Investor Relations Manager,1,3.5,0.0
Inviting Applications For GenAI Engineer,1,3.6,0.0
Inviting Data Analysts,1,4.0,0.0
"Inviting applications For Data Visualization (Tableau, Power BI)",1,3.6,0.0
IoT Business analyst + UI/UX expert,1,4.1,0.0
IoT Data Analysis Professional,1,3.4,0.0
Java + Microservices Developers,1,4.4,0.0
"Java + Microservices Developers, Pan India",1,4.4,0.0
Java + Python or PHP Developer (Full Stack Developer),1,3.6,0.0
Java - Lead,1,3.7,0.0
Java - Senior Engineer,1,3.7,0.0
Java / GK POS Senior Developer,1,3.8,0.0
Java And Python Developer,1,3.6,0.0
Java Application Developer - Senior Software Engineer,1,4.0,0.0
Java Architect,1,3.6,19.0
Java Architect: B,1,3.3,0.0
Java Back End Developer With Python and Gen Ai Experience,1,3.3,22.5
JAVA FULL STACK DEVELOPER - Senior Consultant,1,3.3,0.0
JAVA TECHNICAL CONSULTANT,1,3.6,0.0
JBoss EAP Developer,1,3.2,0.0
JD Edwards Functional Consultant,1,5.0,0.0
JDA Demand & Fulfillment Lead,1,3.7,0.0
Java Backend Developer - MS,1,3.8,0.0
Java Backend Developer AI Technologies,1,3.6,0.0
Java Backend and Big Data engineer,1,3.6,0.0
Java Camunda Developer,1,3.7,0.0
Java Developer - Multithreading,1,3.6,0.0
Java Developer - Python,1,4.2,0.0
Java Developer 8,1,2.8,0.0
Java Developer With Python,1,3.3,27.5
Java Developer with AI Focus,1,3.6,0.0
Java Developer with Big Data,1,4.2,0.0
Java Developer with Microservices,1,3.4,0.0
Java Developer with Python,1,4.2,0.0
Java Developer with React.js,1,3.4,0.0
Java Developer/Swift AMH Developer,1,3.6,0.0
Java + AI,1,3.5,0.0
Java + Hadoop developer,1,3.6,0.0
Azure Data Platform Engineer,1,2.5,0.0
Java Springboot Developer,1,4.1,0.0
Java Full Stack Developer (Angular),1,3.6,13.5
"Java Full Stack Developer (Java, Angular) - Bangalore/ Mumbai/ Pune",1,3.6,0.0
"Java Full Stack Developer (Java, React)",1,3.6,0.0
Java Full Stack Developer (React + Java),1,3.6,25.0
Java Full Stack Developer + DICOM+ Image,1,3.6,0.0
Java Full Stack Developer - (Third Party Payroll),1,3.6,0.0
Java Full Stack Developer with AI/ML,1,3.6,0.0
Java Full Stack Developers,1,2.8,0.0
Java Full Stack GCP AI Engineer,1,3.6,0.25
Java Full stack Developer with React,1,3.6,0.0
Java Full stack Lead - BPM - 9+ Years- Noida/Gurgaon/Bangalore,1,3.6,0.0
Java Fullstack - Senior Engineer,1,3.7,0.0
Java GCP Data Engineer,1,3.6,0.0
Java Backend Developer,1,5.0,0.0
Java Software Engineer,1,3.9,0.0
Azure Databricks - 3 June (Wed) - Virtual Interview- Kochi or Kolkata,1,3.3,0.0
Azure Databricks - 4+ years - 21 May (Thursday) - Virtual Interview,1,3.3,0.0
"Azure Data Engineer, Pan India",1,3.6,0.0
Azure Data Engineer- MS Fabric,1,4.0,0.0
Azure Data Engineer- MS Fabric -- US MNC (analytics),1,3.6,27.5
Azure Data Engineer-11 Jun(Thurs)- Virtual Interview - Bengaluru - 8+,1,3.3,0.0
Azure Data Engineer-Fabric,1,3.6,22.5
Azure Data Engineers_7-10 years_Chennai/India,1,3.4,17.0
Azure Data Factory,1,3.6,0.0
Azure Data Factory Developer,1,3.3,0.0
Azure Data Factory Engineer,1,3.3,0.0
Azure Data Integration Engineer,1,4.8,0.0
Azure Data Lake Engineer,1,3.4,0.0
Azure Data Lead / Architect ( Fabric ),1,4.1,0.0
Azure Data Modeler,1,3.6,0.0
Java with Swing Professional,1,3.6,0.0
Java- 5 professional,1,3.6,0.0
Java/Spring Developer (AI-assisted software development),1,4.6,0.0
"Job Opening For Data Engineer_ Bangalore,Chennai, Hyderabad Loc",1,3.6,8.5
Job Opening For Data Engineer_Chennai_Bangalore_Hyderabad,1,3.6,10.0
Java Hadoop Developer,1,3.6,0.0
Java Lead - Magic FinServ,1,3.4,0.0
Java Microservices Developer,1,3.4,0.0
Java Microservices with Asset Management,1,3.3,0.0
Java Operations Engineer,1,3.9,0.0
Java Production Support Engineer,1,3.2,0.0
Java Programmer Analyst,1,4.2,0.0
Java React Senior Developer,1,3.5,0.0
Java Scala Developer,1,3.6,0.0
Java Scala and ADF (Data Engineer),1,3.6,0.0
"Java Selenium, API Testing",1,3.3,0.0
Job opening For DATA Engineer,1,3.6,4.5
Job opportunity For Business Transition /Process Transition,1,3.6,0.0
Joint Recovery Processing/Chargeback Analyst-Voice Process,1,3.6,4.5
Jr . Research Officer / Research Officer,1,4.2,0.0
Jr . SAP IBP Consultant,1,4.8,0.0
Jr . SQL Developer / Database Developer,1,4.0,0.0
Jr Analyst,1,3.8,0.0
Java Sr. Software Engineer,1,2.8,0.0
Java With Python back end developer,1,3.3,0.0
Java developer (python),1,3.7,0.0
Java developer with python,1,3.6,0.0
Java full stack developer(ReactJS/NodeJS),1,3.3,0.0
Java full stack with React js and Kafka,1,3.3,0.0
Java with Python Developer,1,3.3,0.0
Java with Python developer,1,2.9,0.0
"Java with Selenium, Playwright Automation QA Tester, Payment Domain",1,3.3,0.0
Jr. .NET Developer,1,3.9,0.0
Jr. Artificial Intelligence Engineer,1,4.4,0.0
Jr. Associate,1,3.6,0.0
Jr. Business Analyst / Project Manager,1,3.7,0.0
Jr. Data Analyst,1,4.4,14.0
Jr. Intel Analyst (APAC & EMEA),1,1.3,0.0
Jr. JAVA Developer,1,3.9,0.0
Jr. Machine Learning Engineer,1,4.4,0.0
Job Opportunity For Digital & Data Analytics,1,4.0,0.0
Job Opportunity For Master Data Analyst - Third Party Pay Roll,1,3.6,0.0
Job Opportunity | Full Stack Developer,1,3.8,0.0
Job Opportunity_ Business Analyst _ Chennai,1,3.4,0.0
Job in Gift City-Interview in Ahmedabad! Annotation Analyst-Earn3LPA,1,3.6,2.38
Job in Gift City-Interview in Ahmedabad! For Annotation Analyst Role,1,3.6,2.38
Job in Gift City-Interview in Ahmedabad!Annotation Analyst-Earn3.5LPA,1,3.6,2.38
Job in Gift City-Interview in Annotation Analyst-Earn3LPA-Ahmedabad,1,3.6,2.38
Junior AI Engineer | WFO | Gurugram | 0-1 years | Agentic AI,1,4.4,0.0
Azure Data Platform Lead,1,3.5,0.0
Azure Data Scientist (AI & ML),1,3.3,0.0
Azure Data Engineer - FTE,1,3.4,0.0
Azure Data Engineer - In Person Interview - S,1,3.3,0.0
Azure Data Engineer - Pan India - 15 May (Friday) - Virtual Interview,1,3.3,0.0
Azure Data Engineer -Trainer,1,3.6,0.5
Azure Data Engineer / Data Governance Specialist,1,3.6,0.0
Azure Data Engineer ADF,1,4.3,0.0
Azure Data Engineer | F2F Interview !!,1,3.6,25.0
Azure Data Engineer | F2F Interview | Hyderabad/ Bangalore/Mumbai!!,1,3.6,25.0
Junior Accountant- GST,1,3.6,0.0
Jr Business Researcher,1,4.4,0.0
Jr Data Engineering and Intelligence,1,3.8,0.0
Jr Django ( Python ) Developer,1,4.4,0.0
Jr Quantitative Analyst / Data Scientist,1,3.6,0.0
Junior Business Analyst | Remote |US Sift EST TZ,1,3.6,0.0
Junior Business Analyst- Japanese language Specialist,1,3.1,0.0
Junior Business Intelligence Analyst,1,4.4,0.0
Junior Business Manager,1,3.6,0.0
Junior Capital Markets Analyst,1,3.6,0.0
Junior Company Secretary,1,4.8,0.0
Jr. Node.js Developer,1,2.4,0.0
Jr. Python Developer,1,2.4,0.0
Jr. Python Django Engineer,1,4.4,0.0
Jr. QA/BA Analyst,1,3.9,0.0
Jr. SEO Executive,1,4.5,0.0
Jr. Software Developer - Python,1,2.7,0.0
Jr. Web developer / Jr. Odoo or Python developer,1,3.1,0.0
Jr. Website Developer,1,2.2,0.0
Jr./ Sr. Machine Learning Developer,1,2.0,0.0
Junior AI & Data Engineer,1,4.7,0.0
Junior SEO Analyst,1,2.6,0.0
Junior Data Engineer/Analyst (Python),1,4.1,0.0
Junior Data Operation Executive,1,2.8,0.0
Junior Data Science Team Member,1,3.6,0.0
Junior Data Scientist & Agentic AI developer,1,3.6,0.0
Junior Developer & QA Engineer,1,3.6,4.75
Junior Digital Marketing Associate,1,3.6,0.0
Junior Engineer - Power Quality & Energy Management,1,3.8,0.0
Junior Executive HR,1,2.5,0.0
Junior Fleet Executive,1,3.6,0.0
Junior Full Stack Developer,1,3.6,6.0
Junior Associate - CEO s Office,1,3.9,14.0
Junior Associate - NAPS,1,3.6,0.0
Junior Backend Python Developer,1,4.4,14.0
Junior Business Analyst (Non-Tech),1,3.8,0.0
Junior Business Analyst (Regulatory Reporting,1,3.6,0.0
"KAM(Premium), Team Lead, EDC",1,3.2,0.0
KAM- Team Lead- EDC,1,3.2,0.0
KAM- Team Lead- EDC Retail,1,3.2,0.0
Junior GCP Data Engineer - VOIS,1,3.8,0.0
Junior GEN AI Data Scientist,1,3.6,22.75
Junior Game Developer,1,3.6,0.0
Junior Investment Analyst,1,4.2,0.0
Junior Java Developer,1,3.2,0.0
Junior Level 3 Support Analyst,1,3.1,0.0
Junior Logistic Flow Driver,1,3.4,0.0
Junior Manager Business Development,1,3.6,0.0
Junior Officer/Junior Engineer \ MO6-I,1,4.1,0.0
Junior Officer/Junior Engineer \ MO6-II,1,4.1,0.0
Junior PMO Analyst,1,3.8,0.0
Junior Power Apps Developer,1,3.3,4.0
Junior Research Analyst,1,1.3,0.0
Junior Solutions Architect,1,4.1,0.0
"Azure Data Engineer, ADF, Databricks & Synapse",1,3.8,14.0
"Azure Data Engineer, Databricks",1,3.3,0.0
Azure Data Engineer ( Senior / Staff),1,4.7,0.0
Azure Data Engineer (Power BI) Meghna POC,1,3.6,0.0
Azure Data Engineer + Snowflake,1,3.6,31.25
Azure Data Engineer - 21 May (Thursday) - Virtual Interview -,1,3.3,0.0
Azure Data Engineer - 24th March (Tuesday)Virtual Interview,1,3.3,0.0
Azure Data Engineer - Artefact,1,4.3,0.0
Azure Data Engineer - Azure Synapse Analytics,1,3.6,13.0
Junior and Senior Copy Writer / AI prompt Engineer,1,4.9,0.0
Junior data engineer,1,2.4,0.0
Junior data scientist,1,2.4,0.0
Junior+/Middle User Acquisition Specialist | Honeytech,1,3.7,0.0
KAM - TL/AM - EMI.Ahmedabad,1,3.2,0.0
KAM Ecommerce Executive,1,3.9,5.0
Kafka Architecture (Admin & Development) With Python,1,4.2,0.0
Kafka Developer,1,3.6,0.0
Kannada Freelance Writer,1,4.1,0.0
Kay Account Manager (Seller Support)-Kolkata,1,2.7,0.0
Key Account Manager - Manager -Adjacent 4,1,3.2,0.0
Key Account Manager - Operations,1,3.0,0.0
Key Account Manager - Team Lead - EDC,1,3.2,0.0
Key Account Manager - Team Lead - EDC Retail - Upper North,1,3.2,0.0
Key Account Manager - Team Lead - Oil&Gas,1,3.2,0.0
Key Account Manager / Customer Excellence Manager,1,3.6,0.0
Key Account Manager 675,1,3.2,0.0
Junior Salesforce Developer,1,3.6,0.0
"Junior ServiceNow Business Analyst, NCT",1,3.8,0.0
Junior Software Developer,1,3.6,0.0
Junior Software Engineer- AI Native Pods,1,2.9,0.0
Junior Software Implementation Engineer,1,3.2,0.0
Key Accounts Manager - Team Lead - EDC,1,3.2,0.0
Key Accounts Officer (Modern Trade),1,3.6,10.0
Key Responsibility Areas For Profile - Business Analyst,1,3.6,0.0
Kinaxis Analyst,1,3.0,0.0
Kinaxis Consultant,1,3.2,0.0
Kinaxis Supply Planning Consultant (B3 Level),1,3.6,0.0
Kinaxis rapid response,1,3.8,0.0
Knowledge Analyst - Mining Operations,1,3.8,0.0
Knowledge Analyst Data Curation & Classification,1,4.4,0.0
"Knowledge Graph , Data Scientist",1,4.9,0.0
Knowledge Management Solutions Analyst,1,3.7,0.0
Kompact AI Engineering: Python Developer,1,2.8,0.0
KAM- Team Lead- EDC Retail (Goa),1,3.2,0.0
KAM- Team Lead- EDC Retail (Gujarat),1,3.2,0.0
KS 405 - Corporate Trainer -MCT (AI & Copilot),1,3.4,0.0
KS 409 - Corporate Trainer- Data Bricks,1,3.4,0.0
L1 Fault Management Engineer - IP / Data,1,3.9,6.5
L1 Support Engineer,1,2.8,0.0
L2 Data Center Engineer Cisco ACI (Mumbai),1,4.0,0.0
L2 Support Engineer,1,5.0,0.0
L3 Data Center Engineer Cisco ACI Specialist (Mumbai),1,4.0,0.0
LARAVEL DEVELOPER,1,3.7,0.0
LEAD BUSINESS ANALYST,1,2.4,0.0
LEAD DATA ANALYST - AWS,1,3.4,0.0
LEAD DATA ANALYST - Gen AI,1,3.4,0.0
LEAD DATA ANALYST - Python,1,3.4,0.0
LEAD DATA ENGINEER,1,4.1,0.0
LEAD DATA SCIENTIST - NLP,1,3.4,0.0
LEAD Engineer - Analytics,1,3.9,0.0
Key Account Manager Lead 632,1,3.2,0.0
Key Accounts Management Executive,1,2.9,0.0
Key Accounts Manager,1,3.6,6.5
LEAD SOFTWARE ENGINEER WITH DATA BACKGROUND,1,3.6,0.0
LLM & Generative AI Developer - ( AI / ML),1,3.6,0.0
LLM Engineer,1,3.4,0.0
LLM Engineer (INDIA),1,3.6,0.0
LLM Evaluation Lead (Applied Scientist),1,3.6,0.0
LLM Platform Engineer Lead,1,4.3,0.0
LLM evaluation Lead- data Scientist,1,3.6,0.5
LLMOps Engineer,1,3.6,0.0
"LLMs , RAG , and agent",1,3.6,0.0
LOANIQ Techno Functional- Business Analyst-Madhumitha,1,2.8,0.0
Labor and Compliance Analyst,1,3.6,0.0
Language Data Contributor,1,4.3,0.0
Language Data Contributor - Bengali,1,4.3,0.0
Language Expert,1,3.6,0.0
Kronos1 Professional,1,2.8,0.0
Kubernetes Administrator,1,3.6,11.75
AI Software Engineer / Architect,1,3.6,0.0
AI Solution Engineer,1,3.2,0.0
AI Solutions Analyst,1,1.5,14.0
AI Solutions Architect,1,3.6,0.0
AI Solutions Consultant SAP & Business Process Innovation,1,3.8,0.0
AI Product Management Intern,1,4.5,14.0
AI Product Owner,1,3.6,0.0
AI Product Security - AppSec - Assistant Manager,1,3.4,0.0
AI Project Business Analyst,1,3.7,0.0
Lead - Civil and Structural ( Modular Projects) II Noida,1,3.5,0.0
Lead - Component Engineer,1,3.6,0.0
Lead - Credit Control,1,2.9,5.5
Lead - Data & Insights,1,1.4,0.0
Lead - Data Governance,1,4.0,0.0
Lead - Data Science (INAI),1,3.8,0.0
Lead - Energy Assurance (Cost Assurance),1,3.8,0.0
Lead - Technology as a Business/Senior Lead - Technology as a Business,1,3.9,0.0
Lead -Talent Acquisition,1,3.6,0.0
Lead .NET Architect,1,3.6,0.0
