company_name,Number_of_Jobs,Average_Rating
Fortune India 500 IT Services Firm,1,3.6
Forecastera India,1,3.8
Ford India,1,3.6
Food Hub Software Solutions,1,3.2
Flywings Hr Services,1,3.6
Marlensoft,1,4.3
Markytics,1,2.8
Marks Marine Radio,1,4.6
Marketsmojo,1,1.9
Market Quotient,1,4.2
Market Expertise,1,3.6
Market Access Transformation,1,4.9
Markcipher,1,3.6
MarkTeQ708,1,3.6
Mark43,1,3.6
Mark Honest Digital Solution,1,3.6
Mariox Software,1,3.9
Flobiz A Unit Of Valorem Stack,1,3.4
Flipkoins,1,3.6
Flipkart,1,3.9
Flexur Systems,1,4.5
Massive Jobss,1,3.6
Mascot Events,1,4.5
Mascop Facility Services,1,3.6
Marvel Infocomm,1,1.7
"Maruti Suzuki India Limited, Hansalpur",1,4.2
Maruti Insurance,1,4.3
Marsdevs,1,3.4
Mars Exploration,1,4.2
Fornova,1,2.3
Forever New,1,4.0
Foreign MNC in BPO,1,3.6
Foreign MNC in Analytics,1,3.6
Maven Silicon,1,4.0
Maven Profcon Services,1,3.8
Mavalore Infotech,1,3.6
Maukaa Solutions,1,3.6
Matrix Partners,1,3.8
Matrimony com,1,4.0
Materials Maintenance Management Company,1,3.6
MatchMove,1,3.9
Masterblend Industries,1,4.3
Flydocs India,1,2.6
Fluid Ai,1,1.5
Fluenc,1,3.6
Flowrec Solutions Kolkata,1,4.9
Florencia Healthcare,1,2.2
Flora Food Group,1,2.3
Flocareer,1,4.2
Mechispike Solutions,1,3.4
Measure Marketing Results,1,1.8
Mdi Networx,1,3.9
Mclene Soft Solutions,1,3.6
Mcbird Technologies,1,4.1
Mcafee,1,3.6
McGraw Hill,1,3.5
Mayura Consultancy Services,1,4.3
Mayur Web Technology,1,3.6
Mayoor School,1,4.4
Maya Estate,1,3.6
Maxxzoom,1,3.1
Maxval Technologies,1,3.7
Maxiq Pune,1,2.2
Max It Solutions,1,3.6
Maverick Software India,1,3.6
Fleek,1,3.4
Flash Aligners,1,3.6
Fizzy Softwares,1,3.6
Fitsol,1,4.6
Fita Edtech,1,3.6
Fish Welfare Initiative,1,3.6
Firstsource,1,3.5
Firstsense Technology,1,3.6
Meditab Software,1,3.3
Mediception Science,1,3.0
Medibuddy,1,3.3
Mediaxpedia Technologies,1,5.0
Mediamint,1,2.8
Mediaf5 Digistrategists,1,3.6
Medi Assist,1,3.5
Medanta,1,4.0
Mehta Infosoft,1,3.1
Megdap Innovation Labs,1,3.8
Megastores,1,3.6
Mega Realty,1,3.5
Meegaan Consulting,1,3.6
Mee 2 Bee Smart Services,1,3.6
Firsthive,1,2.6
First Partners,1,3.2
First Livingspaces,1,3.1
First Ladder Management Solutions Pvt Ltd,1,3.6
Firm in Miscellaneous Sector,1,3.6
Firm in IT Services Domain,1,3.6
Fireblaze Ai School,1,3.9
Fionics,1,3.6
Flexi Careers India,1,3.6
Flex,1,3.9
Finnovate,1,4.0
Finkraft,1,3.0
Finkons Advisory,1,3.6
Finhaat Insurance Broking,1,3.7
Finforce Consulting,1,3.6
Findoc Investmart,1,3.4
Metaschool,1,3.7
Metaplore Solutions,1,3.6
Metabook Technologies,1,3.6
Meta Resources Group,1,3.6
Mesprosoft,1,4.6
Merril Pharma,1,3.5
Mentro Tech,1,3.6
Mentorcap Management,1,3.6
Mentor E Services,1,3.6
Meinhardt Group,1,3.4
Micromatic Grinding Technologies,1,4.0
Microfinance,1,3.6
Micro-Sized B2B Firm in IT Services Sector,1,3.6
Michelin,1,3.6
Meytier,1,4.9
Mewar Technology Services,1,5.0
Metropolis Technologies,1,3.6
Metron Security,1,3.6
Metmox,1,2.8
Methodhub Software,1,2.8
Metayb,1,3.8
Metatagg Solutions,1,4.9
Fintellix Solutions,1,3.6
Fintech Cloud,1,5.0
Fintech,1,3.6
Finplus,1,3.0
Financial Management Service Foundation,1,3.6
Financial Company,1,3.6
Final Touch,1,3.0
Final Quadrant Solutions,1,3.7
Milestone Internet Marketing,1,3.1
Milestone Infosoft Solutions,1,3.6
Miles Software Solution,1,3.7
Miles Education,1,3.2
Miles,1,3.4
Miko,1,3.2
Mihup Ai,1,3.6
Migrow Solutions,1,3.6
Migrate Zone,1,2.6
Middleware,1,3.6
Microvision Group,1,4.6
Micron Industries,1,3.6
Fasyl Technology Group,1,3.6
Mindise,1,3.6
Mindfire,1,4.0
"Mindcube Solutions Technology, Consulting & Services",1,5.0
Mindcube Solutions,1,5.0
Mindbowser,1,3.4
Mind Stream,1,3.6
Mind Match Talent,1,3.6
Milkyway Infotech,1,3.0
Findoc Finvest,1,3.4
Findem,1,3.7
Finastra,1,3.7
Finarkein Analytics,1,4.9
Finarb Analytics Consulting,1,3.9
Financial Technology & Solutions Organization,1,3.6
Financial Service,1,3.6
Mishra N Co,1,3.6
Misha Infotech,1,3.5
Mira Safety,1,3.6
Mindzvue,1,3.6
Mindturf,1,3.6
Mindtris,1,3.6
Mindstix Software Labs,1,3.0
Mindsprint,1,3.5
Mindrives Business Solutions,1,4.7
Fiducive Tech,1,5.0
Fidel Softech,1,3.0
Fictiv Technology Solutions,1,3.7
Fiction.com,1,3.6
Feuji Software Solutions,1,3.2
Female Cricket,1,2.2
Federal Soft Systems,1,3.6
Fareportal,1,3.0
Faptic Technology,1,3.6
Famepilot,1,3.6
Falconlabs,1,3.6
Falcon Smart It,1,3.6
Factspan Inc.,1,3.3
Factspan Analytics,1,3.3
Faction Global Infotech,1,3.9
Facctum,1,4.2
Mobifly,1,3.8
MoEngage,1,3.6
Mmsh Clinical Research,1,4.0
Mizuho Global Services India,1,3.1
Mitzvah,1,3.9
Mitigata Insurance,1,3.6
Mississippi Consultants LLP,1,3.6
FIVE STAR Business Finance,1,4.1
FCM Travel,1,3.3
FARE Labs,1,2.5
FA Home,1,4.3
Monarch Innovative Technologies,1,4.9
Momentum Metropolitan Holdings,1,4.1
Momentum Controls Software And Services,1,4.8
Molygraph Lubricants,1,4.0
Molkem Chemicals,1,4.9
Modus Business Transformation Platform,1,2.8
Modulus Research & Analysis,1,3.8
Modern Diagnostic & Research Cente,1,3.9
Moder Solutions,1,3.4
Mobius,1,3.4
Mobisoft Infotech,1,3.6
Farmjunction Marketing,1,4.1
Mostudio,1,3.6
Mostedge,1,3.4
Moshi Moshi,1,2.7
Morneau Shepell,1,3.8
Morae Services,1,3.6
Moofwd Technologies India,1,4.0
Moniepoint,1,1.8
Money View,1,4.1
Money Honey Financial Services,1,1.9
Moneeflo,1,3.6
Fablian Technologies,1,4.8
Fabel Services,1,2.9
Faas Techno And Systems Llp,1,3.6
FTC Solar,1,3.1
FPL Capital,1,3.6
FOX Solutions,1,3.8
Eze Castle Integration,1,3.1
Eyesbit Infotech,1,3.6
Eye Q,1,3.4
Exusia,1,3.2
Exurid Technologies,1,3.6
Extropy Advisors,1,4.3
Extrieve Technologies,1,3.2
Exsilio Solutions,1,4.8
Movius Interactive Corporation,1,2.6
Movin,1,3.7
Mouser Electronics,1,3.4
Mount Peak Capital,1,4.4
Mount Meru Group,1,3.3
Moumita Sarker,1,3.6
Motherson Technology Services Limited,1,3.4
Motherson,1,3.7
Explarity Solutions,1,2.7
ExpertLancing,1,3.2
Expedite Software Service,1,3.7
Exo Infotech,1,3.6
Multicoreware,1,3.7
MultiTV,1,2.6
Multi Commodity Exchange Clearing Corporation,1,3.5
Mudra Ooh,1,3.6
Mtoag,1,4.4
Mspring Infotech,1,3.6
Mprofit,1,5.0
Mplussoft,1,3.7
F6S Network,1,2.5
F5,1,3.2
Ezovion Solutions Private Limited,1,3.0
EzeiaTech,1,4.2
Myospaz Software Technologies,1,3.2
Myglamm,1,3.5
Myclouddoor,1,3.6
MyCityBanglore,1,3.6
My Gst Refund,1,5.0
Mverve,1,2.4
Muverity Consultancy Services,1,4.8
Muthoot Housing Finance Company (MHFCL),1,4.1
Muskaan Dreams,1,3.1
Munyongo,1,3.5
Multiplier,1,3.0
Express Global Logistics (EXG),1,4.2
Expound Technivo,1,4.3
Exposys Data Labs,1,3.8
Exponent Energy,1,3.2
Explorance Analytics,1,2.2
Exillar,1,3.6
Exeter Premedia Services,1,3.9
Exclusivelane,1,4.4
Excelsior Technologies,1,4.1
Excellent Footwear,1,3.8
Excellence Technologies,1,2.5
ExcelR,1,3.6
Exavibes Services,1,3.6
NDS Infoserv,1,3.2
NCR Atleos,1,3.8
NBFC Housing Company,1,3.6
NBFC Company,1,3.6
N. N. Das & Co,1,3.6
N Sight Consulting Group,1,2.5
Mytech Global,1,3.6
Myra Technolabs,1,3.6
NST Cyber,1,3.6
NSPlus Technology,1,3.6
NSM Services,1,4.0
NR GROUP,1,4.5
NOVAC,1,3.5
NMD Placement Consultancy,1,3.6
NMD,1,4.0
NKT Operations,1,3.8
NEC Corporation,1,3.6
Evolute Group,1,4.0
Evia Information Systems,1,3.6
Everstream analytics,1,3.6
Everestek Technosoft Solutions,1,4.1
"Everbridge, Inc.",1,4.6
Exly,1,3.0
Exioms,1,2.6
Etraveli,1,2.8
Etrade Marketing,1,2.6
Ethiqual Global,1,3.0
Etherealflights,1,3.6
Etalent Services Bareilly,1,3.6
Etag Software Solutions,1,4.7
Esycommerce,1,4.5
Estuate Software,1,2.8
Esteem Client of HR Remedy India Pvt. Ltd.,1,3.6
Estee Advisors,1,3.7
Nambi Technologies,1,3.6
Naman Finlease,1,3.6
Nam Info,1,3.8
Nabkisan Finance,1,3.3
NU Technology Inc,1,3.7
NU Technology,1,3.7
Eric Robotics Psipl,1,3.6
Era Infra Engineering,1,3.8
Equiniti India,1,3.6
Equations Work,1,4.6
National Commodity & Derivatives Exchange (NCDEX),1,3.3
Nation With Namo,1,2.5
Nathan Research,1,1.4
Nasu Group,1,3.6
Nasscomm,1,2.4
Nasscom Foundation,1,3.3
Narayana Health (NH),1,4.0
Nano Mag Technologies,1,3.5
Nandan Denim (NDL),1,3.8
Euphoria Interiors,1,3.6
Eulerity,1,3.6
Eula Blue,1,3.6
Eoxegen,1,3.6
Envytee Info Solutions,1,3.6
Envale Systems,1,3.6
Entytle,1,2.9
Entnt,1,4.8
Enthrive Techworld Solutions,1,3.6
Naviga Global,1,3.8
Naveen Enpowertke,1,3.6
Navata,1,3.6
Navadhiti Business Consultancy,1,4.2
Navabrind IT Solutions,1,3.1
Naukri Expert Assist- MNC Financial,1,3.6
Natrinai Technologies,1,4.8
Essar Uk Services,1,4.2
Esri India,1,3.6
Esmech Equipment,1,3.5
Neorealm Solutions,1,3.6
Neoquant Solutions,1,3.6
Neointeraction Design,1,3.6
NeoXam,1,2.7
Neo Wealth Management,1,3.1
Neev Group Of Companies,1,4.5
Neena Impex Pvt.ltd.,1,3.6
Ncr Eduservices,1,3.9
Ncheng,1,2.8
Nbyula,1,4.2
Navneet Education,1,4.3
Navlakha Management Services,1,3.6
Navin Housing Properties,1,3.8
Equans,1,5.0
Epropelled Systems,1,2.4
Epoch Research Institute,1,2.0
Enterprise Bot,1,1.8
Enterprise Analytic,1,5.0
Ensono,1,4.1
Enrich and Enlight Business consultancy Pvt Ltd,1,3.6
Enprowess Technologies,1,5.0
Enlink,1,2.8
Enixo Enterprises,1,3.6
Enigmatics Labs,1,3.6
Englishwise,1,2.4
Engineering Manufacturing Company,1,3.6
Engage2excel,1,4.9
Net Connect Global,1,3.1
Nephroplus,1,3.8
Nephor Research & Technology Labs Private Limited,1,3.6
Neostats Analytics Solutions,1,4.2
Neoscript,1,3.6
Endeavour Consultancy Services And Solutions,1,3.6
Endeavor Magic,1,3.6
Enculture,1,4.5
Encora,1,3.3
Enboarder,1,3.6
Empulse Research And Data Analytics,1,3.7
Netpace Inc,1,4.5
Netlabs Global It Services,1,2.8
NetiApps,1,1.4
Netcoreinfo Business Services,1,3.3
Netcore Cloud,1,4.2
Netchex,1,3.6
NetCreativeMind,1,3.3
Net2Source LLP,1,3.6
Net Impact Solutions,1,3.4
Enthralltech,1,2.7
Nevonprojects,1,3.0
Neurostellar,1,3.6
Neurons It,1,3.6
Neurodiscovery Ai,1,3.6
Neurealm,1,3.4
Neuralsift,1,1.3
Networked Energy Services,1,4.3
Network Techlab,1,3.7
Network People Services Technologies,1,3.0
Nettur Technical Training Foundation (NTTF),1,3.6
Engage Experts Management Consultancies,1,3.6
Enfys Technologies,1,3.6
Enerzinx,1,3.7
Energytech Ventures,1,3.6
Endurance Technologies,1,3.9
Endpoint Clinical,1,3.1
Nexstep Infotech,1,2.0
Nexon Software Solutions,1,2.3
Nexevo,1,4.4
Newt Global,1,4.3
News Technology Services,1,3.9
Newgen Digitalworks,1,3.4
Newedge Overseas,1,1.6
Newagesys Solutions,1,4.4
Newage Fire Fighting,1,1.4
NewVision Software,1,3.4
New Sairam Consultancy,1,3.6
New Relic One,1,2.3
New Modern Buildwell,1,3.1
New Media Guru,1,4.0
New Horizon College Of Engineering,1,3.6
New Era Consulting Services Pvt. Ltd.,1,3.6
Empower,1,3.9
Emplay,1,4.1
Empclaims Solutions Llp,1,2.9
Empaxis Data Management,1,3.6
Emmes Group,1,1.0
Emkay,1,3.7
EmizaInc,1,3.4
Eminenture,1,2.9
Eminent Global,1,3.6
Emerx Services,1,3.6
Nextracker,1,4.2
Nextgensoft Ahmedabad,1,3.6
Nextgen Federal Systems,1,3.6
Nextgen Education Foundation,1,3.6
Nextaccel,1,3.6
Next Gen Paper Solutions,1,2.9
Emami,1,3.8
Emagine,1,3.5
Elula Tech,1,4.1
Elsner Technologies,1,3.4
Elmax Systems And Solutions,1,4.6
Nibiru Fi,1,3.6
Nibav Lifts,1,4.0
Nibav Home Elevators,1,4.0
Nexuslink Services India,1,3.6
Nexus Professionals,1,3.6
Nextzen Minds,1,3.5
Nextwebi IT solutions Pvt ltd,1,3.6
Nextura Ai,1,3.6
Empoweringcpo Services,1,4.0
Empowered Margins,1,3.3
Empower Tamizhagam,1,3.6
Nisus Finance,1,1.8
Nisum,1,2.7
Nissar Consultancy,1,3.6
Nirmitee.io,1,4.5
Nirmals Furnishing,1,3.6
Nirma,1,4.2
Nipha Exports,1,3.6
Ninos It Solution,1,3.2
Ninestars Information Technologies,1,3.2
Nimit Electronics And Equipments,1,4.3
Nilee Games,1,1.9
Nikhil Constructiongroup,1,4.3
Emerging India Analytics,1,2.6
Emergent India,1,3.6
Ementora,1,5.0
Embe Tech Solutions,1,3.1
Northern Arc Capital,1,3.7
Northbrick Ventures,1,4.6
Noora Health,1,4.2
Nomiso,1,2.3
Noida Institute of Engineering & Technology (NIET),1,4.3
No Limit Technology,1,4.1
Niyo Solutions,1,3.2
Nittygritti,1,3.4
Nits Solutions,1,3.0
Elliot Systems,1,4.3
Elixir Pharma Chem Pvt. Ltd.,1,3.8
Elite Recruitment Group,1,3.6
Elevra Tech,1,4.6
ElevenX Capital,1,2.6
Elevatiq,1,3.6
Elevate K 12,1,3.1
Elbex Couriers,1,3.6
Elatech Intralogistics Solutions,1,1.3
Elatebrain,1,3.6
Elastiq,1,4.5
Elasticserve,1,3.6
Elanco Innovation And Alliance Centre,1,3.3
Elanco,1,4.1
Eksource Technologies,1,3.8
Ekshvaku Tech Innovations,1,4.4
Novisync Solutions India,1,5.0
Nova Techset,1,3.3
Notiva,1,3.9
Notion Studios Kolkata,1,3.6
Not Available,1,3.8
Norwin,1,3.6
Norton,1,3.6
Einnel Technologies,1,2.9
Eide Bailly LLP,1,4.7
Eicore Technologies,1,3.7
Ehimaya Technologies,1,4.0
Efforts Solutions,1,3.6
Nuagecx Consulting,1,4.3
NuWare,1,4.1
Ntssoftpro Solutions,1,1.7
Nsiq Infotech,1,3.5
Nplabel,1,3.6
Novulis,1,3.7
Novoxis,1,3.6
NovoTree Minds Consulting,1,3.6
Element Infomatics,1,3.3
Elekore Energy,1,3.6
Elearning Solutions,1,2.7
Edulab Inc,1,4.6
Eduflex,1,3.6
Educe Solutions Pvt Ltd,1,3.2
Educate Girls,1,4.0
Edominer,1,3.3
Nxtwave Disruptive Technologies (Hiring for client),1,3.5
Nxtwave Disruptive Technologies (Hiring for a client),1,3.5
Nxttech Worldwide Llp,1,3.6
Nuvr,1,3.9
Nutanix,1,3.4
Numaware Technologys,1,3.6
Ekagra Practices,1,3.6
Eizen,1,2.3
Eitcafe,1,3.6
EisnerAmper,1,3.1
Eisner Amper Advisory Group,1,3.6
Object Technology Solutions,1,3.6
Oasis Technosoft,1,4.4
OSI Digital,1,3.5
OSB Group,1,3.5
ORION SYSTEMS,1,2.5
ORCAPOD,1,3.6
ONLINE FASHION BRAND,1,3.6
OM Software,1,4.4
OM Careers,1,3.6
OJCommerce,1,4.4
OASIS,1,3.9
O2 Breathing Brains,1,3.6
Edwards Lifesciences,1,3.3
Edureify,1,2.7
Eduqual Learning Solutions,1,2.6
Eduluk,1,3.6
Edgar Efile Solutions,1,3.1
Ecotech IT Solutions,1,3.6
Economist Group,1,3.3
Ecomcure,1,3.6
Ecolibrium Energy,1,3.9
Octobit8,1,5.0
Octavius Pharma,1,4.4
Octaserv Technologies,1,3.5
OctaShop,1,3.1
Oceanstep Clientcentric India,1,1.9
Oceanfrogs,1,4.2
Ocean Websoft Pvt.ltd,1,2.7
Ocean Software Technologies,1,4.5
Observe.AI,1,1.6
Oblytech,1,3.6
Objectwin Technology,1,3.6
EDGE Executive Search,1,3.6
Oliveqsol,1,3.6
Olive Bar & Kitchen - Olive Bistro,1,4.0
Ojb Herbals,1,3.7
Ojas Softech,1,4.3
Oges Solutions,1,3.6
Official Gates Technologies,1,4.6
Offchain Labs,1,3.6
Ofb Tech,1,2.9
Oeconnection,1,3.2
Echofeel,1,2.7
Ebsl Automat,1,4.4
Ebotics,1,3.4
EbixCash Financial Technologies (ECFT),1,2.7
Eazy Recruitment Solutions,1,3.6
Edic Semicon,1,3.4
E2E Infoware,1,3.6
E QL Business Solutions,1,2.0
E Merge tech,1,2.6
E Edge Technology Pvt. Ltd.,1,4.2
Dynatech In,1,3.6
One Identity,1,4.0
Omschrift Inventions,1,4.7
Omniful,1,1.7
Omnie Solutions,1,2.5
Omnicom Media India,1,3.3
Om Lab Centre,1,3.6
Olx,1,3.8
Ea Technologies,1,4.1
ESP Global Services,1,3.6
ERD Technologies,1,3.5
ELK Education,1,3.8
Onsemi Vietnam,1,3.4
Onnivation Ventures,1,3.6
Online Savaari,1,2.4
Online Manufacturing,1,5.0
Onity Group INC,1,3.8
Onit,1,4.3
Onesoft Technologies,1,3.6
Oneroof Technologies Llp,1,2.6
Onelab Ventures,1,3.0
One of the IT Services company,1,3.6
One of the Big 4's,1,3.6
One Take Media,1,4.7
One Stack Solution,1,2.4
ECL Finance,1,3.7
E3 Group,1,3.6
E2developers,1,3.6
DynPro India Private Limited,1,3.6
Dviti Solutions,1,3.6
Durogreen Waste Management,1,4.8
Dupless,1,3.6
Dun & Bradstreet,1,3.0
Duck Creek,1,4.5
Dsoft Innovations,1,4.2
Dsilo Ai Technologies,1,3.6
Openzeppelin,1,3.6
Openstream.ai,1,3.2
Openspace Services,1,4.5
Openhouse,1,2.6
Openbi,1,3.6
OpenCubicles Technologies,1,5.0
Oob Smarthome India,1,1.4
Ontrac,1,3.6
Drona Hq,1,2.2
Drizzle It Services,1,3.6
Drivesavers Data Recovery,1,3.6
Dreamworth Solutions,1,3.1
Dreamscape Media,1,4.0
Drawsera,1,3.6
Dr. Martens,1,3.6
Orange Pet Nutrition,1,4.2
Orai Robotics,1,2.4
Orahi,1,3.4
Opus Technologies,1,3.1
Optiminastic Media,1,1.4
Opsera,1,3.2
Dynata,1,4.0
Dynamic Technosoft,1,3.6
Dynalog India,1,3.2
Doqfy,1,3.7
Doosrigaadiservices,1,3.6
Doors Studio,1,4.3
Doordash,1,2.5
Door Training & Consulting India,1,3.4
Ornnova Technologies India,1,3.8
Ormax Media,1,2.0
Orix Corporation,1,4.2
Orion Edutech Pvt Ltd,1,3.6
Orion Edutech,1,3.6
Orion Consultech,1,3.6
Originux,1,3.6
Oriental Compressor Accessories,1,3.2
Orbis International,1,3.6
Orangebits Digital Solutions Private Limited,1,3.6
Druva Inc.,1,3.7
Oxford University Press,1,3.1
Ownwell,1,3.6
Over a Cup of Tea,1,3.6
OutsourcingHubIndia(OHI),1,3.4
Outseer,1,4.8
Outscalepartners India Pvt Ltd,1,2.4
Outpost,1,4.1
Outnovate,1,4.8
Outline India,1,1.4
Out Of The Blue Ai,1,2.0
Dpsv & Associates,1,3.0
Dp World Global Service Centre,1,4.4
Doyenhub,1,3.2
Doxel,1,4.2
Dover Corporation,1,3.7
Doublu India Private Limited,1,3.6
Dolby,1,4.5
Doceree,1,1.7
Doc Brown Industries Llp,1,2.5
Dmi Finance,1,3.5
Dlux Tech,1,2.7
Dkpl Networks,1,3.0
Djax Technologies,1,3.9
PERSOLKELLY,1,3.6
PERSOL,1,3.6
PEOPLE ALLIANCE,1,3.6
PEB PROJECT CO,1,3.6
PAREKH,1,4.0
PAN India Staffing Solution,1,3.6
P3 India Consulting,1,2.3
Ozeol,1,3.4
Oxyto Global,1,3.6
PTC India,1,4.1
PSI Cro,1,1.7
PSAG Technologies,1,3.6
PROLIM Corporation,1,3.6
PRC Consultancy,1,3.6
PR Management Consultant Faridabad,1,3.6
PNB MetLife,1,3.3
PM Hr Solutions,1,3.6
PLM Indishtech,1,4.0
PIT Solutions,1,3.8
PIERIAN,1,3.3
PES Hr Services,1,3.6
Donaldson India Filter Systems,1,3.9
Donaldson,1,3.9
Domit & Kamel Telco,1,3.6
Dolphinchat Ai,1,3.6
Diverse Infotech,1,3.8
Dispatch Network,1,4.8
Disha Enterprise,1,4.7
Disc Technology Services,1,4.7
Direction Software,1,3.3
Direct Dialogue Initiatives,1,4.2
Dintech Valves Pvt. Ltd,1,3.6
Dinero Software,1,4.7
Diligentminds Consulting,1,3.6
Panalpina,1,3.7
Panaaya Technologies,1,4.4
Paisabazaar,1,3.4
Pairsoft Technologies,1,4.7
Pacific Group,1,2.9
PVH,1,4.1
PURTI POWER & SUGAR LIMITED,1,3.6
Parnassian Ventures,1,3.6
Parity Technology Solutions,1,3.4
Parishil Laboratories,1,2.1
Parentpay,1,3.2
Parel,1,5.0
Parashar Future Defence Technologies Faridabad,1,3.6
Paramverse,1,2.7
Paralleldots,1,4.1
Parakh Associates,1,2.4
Par Techno Heat,1,3.3
Pansari Developers,1,2.8
Panasonic,1,4.0
Dixon Technologies,1,3.9
Dixit Infotech Services,1,3.5
Dixit Global Tech,1,5.0
Divine Flowers Aasaa Divinity Llc,1,3.6
Digitide solutions,1,3.6
Digitex Web IT Solutions,1,4.4
Digitel Media Ahmedabad,1,4.8
Digitalpugs Media,1,4.8
Digitalcobb,1,3.6
Digital Web Solutions,1,3.7
Digital Republik,1,4.3
Paxcom India (P) Ltd,1,3.3
Paxcom India,1,3.3
Pave Infrastructure,1,2.3
Pavago,1,3.6
Patseer,1,3.6
Patio Digital,1,3.7
Parvus Analytics,1,3.5
Parth Rubber Tech,1,2.5
Partech,1,1.5
People Alliance Workforce,1,3.6
Peliqan,1,3.6
Peklenc Ai Research,1,3.6
Pearlsoft Technology,1,4.0
Pearce Services Global,1,3.4
Pccube Softtech,1,1.0
Paypay Corporation,1,2.8
Payglocal,1,3.4
Paydigit India,1,3.6
Pay10 India,1,2.8
Paxethos Technologies Llp,1,3.6
Diligent Corporation,1,3.6
Diksha Technologies,1,3.0
Digixpressions Media,1,3.3
Digiture,1,4.8
Digituala Lab Enterprise Llp,1,1.4
Digital Alchemy,1,4.0
Digital 247,1,3.6
Digit88 Technologies,1,3.7
Digit88,1,3.7
Digit Insurance,1,3.6
Digismiths,1,3.6
Digimonk,1,3.6
Digilytics,1,3.5
Perceptiviti,1,4.2
Pepsico,1,4.0
Pepplo Consulting,1,3.6
Peppermint Communications,1,3.9
Peoplefy Infosolutionss,1,3.6
PeopleStrong,1,3.4
People Prime Worldwide,1,3.6
People Decode Solutions,1,3.4
Diebold,1,3.6
Diaz Legal,1,2.0
Diamond Beverages,1,3.0
Dialdesk,1,3.3
Pharmaceutical Industry,1,3.6
Pharmaace Innovations,1,3.6
Phamax Analytic Resources,1,4.5
Petra India Group,1,3.1
Peritus,1,4.9
Periscope Technologies Inc.,1,4.2
Perfect Intelligent Systems,1,3.6
Digital Media Dmg,1,3.6
Digital It Hub,1,4.4
Digital Innovations,1,2.2
Digital Dogs Content And Media,1,3.6
Digital Convergence Technologies,1,3.9
Pibythree,1,4.4
Pi Square Technologies,1,3.8
Photon Tadpole Studios,1,3.6
Phonologies,1,3.6
Phoneme Solutions,1,3.9
Phoenix Mills,1,3.9
Phikonnect Solutions,1,3.6
Phastar,1,3.4
PhaseZero,1,3.3
Pharmavise Corporation,1,3.6
Digikey,1,3.8
Digidir,1,4.3
Digicommerce Solutions,1,4.6
Digicodes,1,3.6
Digicloud Solutions,1,4.8
Digi Optimizer,1,1.8
Dexterity Projects,1,3.6
Dewii,1,3.6
Devrecon Softwares,1,3.6
Devploy Technologies,1,3.6
Piunikaweb,1,3.6
Pitcs,1,4.2
Piramal Capital & Housing Finance (PCHF),1,4.2
Piquota Digital Solutions,1,3.8
Pipe17,1,3.6
Pioneer Services,1,4.9
Pinkerton Corporate Risk Management India Private Limited,1,3.6
Ping Identity,1,4.6
PineBridge,1,4.4
Pinch Lifestyle Services,1,4.0
Pinax Steel Industries,1,2.6
Pico Xpress,1,3.1
Plastwork Industries,1,2.2
Plastic Abhiyanta,1,3.6
Planit Testing India,1,3.3
Plan Optimus,1,5.0
Plan A Technologies,1,3.6
Pkasti,1,3.6
Pixelstat Esolutions Development,1,3.4
Pixelcode Technologies India,1,3.6
Pivotree,1,3.3
Pivotchain Solutions,1,4.1
Pivot Human Capital,1,3.6
Diabos,1,3.5
Dhyey Consulting Services,1,3.3
Dholera Metro City,1,3.6
Deyor Rooms,1,3.6
Dextra Labs,1,3.6
Podar Education Network,1,4.0
Plutonapps,1,2.2
Plus Fitness 24 7 India,1,5.0
Pluralsight,1,3.0
Plunes,1,1.7
Plumgoodness,1,2.9
Plum,1,2.9
Pluang,1,4.1
Plate Iq,1,4.8
Devon Software Services,1,3.9
Devnco,1,3.6
Developer Group,1,4.6
DevOps Enabler,1,3.4
Deutsche Telekom Digital Labs,1,3.5
Destar Technologies,1,4.9
Deque Systems,1,3.3
Demazi Technologies,1,3.6
Demandlane,1,4.1
Delta Exchange,1,4.8
Delphi Consulting,1,3.3
Delostyle Studio,1,3.9
Deloitte,1,3.6
Ppfas Asset Management,1,3.4
Pozent,1,2.3
Posist Technologies,1,3.2
Posidex Technologies,1,4.2
Posco India Pune Processing Center,1,4.4
Population Foundation Of India,1,3.0
Poonik Technology Pvt.Ltd,1,3.6
Polyxer Systems,1,3.8
Political Sampark,1,2.7
Policybazaar,1,3.7
Pratham Consultants,1,3.6
Prasuma,1,2.5
Prasino Automation And Systems,1,1.0
Prasha Sync,1,3.6
Pranam Recruiters,1,3.6
Prakash Labels,1,3.7
Pragyashal,1,4.2
Pragya Health Technologies,1,3.8
Pragmatic,1,2.3
Pragma Edge Software Services,1,3.0
Practicevantage,1,3.7
Pr Glolinks,1,4.1
Pplanet Hr Services,1,3.6
Denpro Technologies,1,4.1
Dendrite,1,3.6
Demos Project,1,2.5
Delibo,1,3.6
Deepvue,1,3.6
Deeptek,1,3.4
Deepquanty,1,3.6
Deepmatrix,1,4.5
Deeparc Tech,1,3.6
Dedalus Global,1,3.4
Dectree Infotech Mumbai,1,5.0
Decolite Paints,1,3.6
Prayoga Lifesciences Inc,1,4.5
Praxis Info Solutions,1,3.8
Praxis Consutants,1,3.7
Pratyin Infotech,1,4.0
Pratyaksha Medi Care,1,3.6
Pratra Travel Technologies,1,3.7
Pratima Realty,1,3.6
Db International,1,3.6
Dawn Verse Cloud Technologies Hyderabad,1,3.6
Dattus,1,3.6
Datazymes Analytics,1,3.6
